代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,换手率,量比,今开,最高,最低,昨收,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,市盈率动,市盈率TTM,市盈率静,市净率,每股收益,每股净资产,每股公积金,每股未分配利润,加权净资产收益率,毛利率,资产负债率,营业收入,营业收入同比增长,归属净利润,归属净利润同比增长,报告期,总股本,已流通股份,总市值,流通市值,所处行业,上市时间
301228,实朴检测,24.46,-2.28,-0.57,27852.0,68462104.07,3.24,2.33,0.38,25.1,25.13,24.32,25.03,0.08,-0.08,29.56,84.88,-90.75,-50.93,-44.61,4.12,-0.067382873,5.941935102,5.589233916,-0.493444015,-1.13,29.5506542899,26.3329675194,94374726.28,23.7199829595,-8085944.74,50.229887143356,2025-03-31,120000000.0,119754000.0,2935200000.0,2929182840.0,专业服务,2022-01-28
301227,森鹰窗业,19.94,3.42,0.66,49424.0,97473487.56,6.22,14.56,2.37,19.72,20.35,19.15,19.28,-1.04,-1.63,15.93,23.09,-59.52,-39.23,-45.01,1.15,-0.083749636,17.38583268,10.660777332577,6.216635571902,-0.48,20.4771830092,23.9171532783,63808512.06,-27.9566689017,-7975519.72,-353.0070757423,2025-03-31,95230500.0,33934925.0,1898896170.0,676662405.0,装修建材,2022-09-26
301226,祥明智能,25.46,-0.47,-0.12,13964.0,35504272.0,1.8,1.28,0.83,25.64,25.72,25.26,25.58,-0.16,0.0,-23.34,10.12,97.42,92.13,94.54,3.08,0.065336601,8.255371161,4.912740928033,1.973022296507,0.79,19.1866723653,10.8229824611,120174299.54,9.0573241463,7108622.22,12.037491700763,2025-03-31,108800000.0,108800000.0,2770048000.0,2770048000.0,电机,2022-03-25
301225,恒勃股份,82.13,-3.52,-3.0,51477.0,421897210.41,5.7,17.06,0.71,84.39,84.85,80.0,85.13,-0.17,-0.01,118.2,209.46,64.21,63.12,64.79,5.66,0.319790736,14.506896138,8.131684366415,5.482447175566,2.23,32.5477732192,20.9860458189,215537356.02,16.8125973066,33059966.33,11.752419391048,2025-03-31,103380000.0,30180000.0,8490599400.0,2478683400.0,汽车零部件,2023-06-16
301223,中荣股份,16.32,-0.06,-0.01,11817.0,19192990.3,1.47,1.05,0.75,16.34,16.37,16.13,16.33,0.12,0.43,1.18,3.62,20.02,22.25,21.95,1.09,0.20379062,14.996064439,8.000111047382,5.558390783946,1.34,19.559260975,29.0036114986,698563067.72,27.5010245048,39357585.15,-4.666071242623,2025-03-31,193127560.0,112015060.0,3151841779.0,1828085779.0,包装材料,2022-10-26
301222,浙江恒威,27.08,0.07,0.02,5999.0,16186426.14,1.22,2.05,0.86,27.07,27.14,26.81,27.06,-0.18,0.07,-1.96,6.4,32.89,23.83,21.16,1.96,0.205815724,13.796492314,8.810153930491,3.652316425581,1.46,19.3197052584,4.2967770064,143709260.15,-1.7657237042,20856007.08,-41.037112164789,2025-03-31,101333400.0,29318400.0,2744108472.0,793942272.0,电池,2022-03-09
301221,光庭信息,50.35,0.68,0.34,17253.0,86272039.54,1.92,3.95,0.71,49.75,50.46,49.5,50.01,0.02,0.08,-6.64,3.64,48.51,81.63,156.34,2.35,0.259467643,21.443721077,17.12168444176,2.92838781978,1.22,42.6342293301,7.7819183615,133666960.95,10.5246485563,24032489.89,835.27734319679,2025-03-31,92622300.0,43648925.0,4663532805.0,2197723374.0,软件开发,2021-12-22
301220,亚香股份,45.8,0.64,0.29,29757.0,135833910.64,3.43,4.54,0.58,45.51,46.44,44.88,45.51,0.0,-0.11,-22.92,73.62,15.71,43.01,92.72,3.04,0.728628847,15.050465775,8.128703601215,5.258453311423,4.97,31.575496496,23.7178940557,261583939.37,50.2827483032,82168087.18,361.704347424605,2025-03-31,112770840.0,65573654.0,5164904472.0,3003273353.0,化学制品,2022-06-22
301219,腾远钴业,45.05,0.27,0.12,25593.0,115841710.56,1.91,1.49,1.08,44.98,45.72,44.86,44.93,0.0,0.02,-22.59,0.76,26.88,19.98,19.38,1.51,0.418924047,29.800184643,20.252154838804,7.723481421249,1.39,20.748817576,17.138655374,1460996097.87,-3.587888363,123464114.7,-14.270239245427,2025-03-31,294717182.0,171929326.0,13277009049.0,7745416136.0,能源金属,2022-03-17
301218,华是科技,20.24,0.45,0.09,19107.0,38544047.46,1.69,2.73,0.86,20.19,20.34,20.0,20.15,0.05,-0.05,-16.54,-6.77,-295.25,257.45,236.94,2.47,-0.017137959,8.200788455,4.993783848825,1.998082993511,-0.21,7.6882625766,38.5877997913,136531113.31,241.853494039,-1954412.81,-65.860680470551,2025-03-31,114040000.0,70068836.0,2308169600.0,1418193241.0,软件开发,2022-03-07
301217,铜冠铜箔,10.77,0.47,0.05,37892.0,40753865.0,1.21,1.65,1.03,10.72,10.81,10.68,10.72,0.0,0.0,-5.11,-2.8,469.77,-72.06,-57.11,1.66,0.005731511,6.496886901,5.030889713245,0.398884294804,0.09,2.7226115264,26.4178832302,1394869375.68,56.2945086816,4751511.3,117.155097579793,2025-03-31,829015544.0,229015544.0,8928497409.0,2466497409.0,电子元件,2022-01-27
301216,万凯新材,13.29,-1.92,-0.26,42423.0,56722166.1,2.58,1.49,0.73,13.6,13.63,13.28,13.55,0.0,0.0,10.11,32.24,35.69,-23.03,-22.83,1.3,0.093094945,10.245663739,6.800648997569,2.403158024755,0.89,2.8963204109,69.2151192758,3919002132.55,-7.7436187736,47964535.74,5.92438664608,2025-03-31,515221699.0,284825446.0,6847296380.0,3785330177.0,化学制品,2022-03-29
301215,中汽股份,6.0,0.0,0.0,64893.0,38921201.44,1.33,0.49,0.67,6.0,6.04,5.96,6.0,-0.17,-0.17,3.45,0.84,68.53,46.12,47.66,2.75,0.021887086,2.181211823,0.849330216451,0.28079245977,1.02,61.5404078199,16.0587979262,88017349.98,29.9194820167,28976313.48,23.917698764571,2025-03-31,1323900000.0,1322400000.0,7943400000.0,7934400000.0,汽车服务,2022-03-08
301213,观想科技,45.01,-0.38,-0.17,12396.0,56229447.0,2.35,2.4,0.55,45.18,45.96,44.9,45.18,-0.09,0.0,-10.69,4.36,793.47,-424.48,-413.34,4.59,0.014181293,9.812361893,7.053354628667,1.463915765299,0.14,71.2501426282,16.9292866632,17337388.48,15.4969501871,1134503.45,25.230983956442,2025-03-31,79999999.0,51711049.0,3600799955.0,2327514315.0,软件开发,2021-12-06
301212,联盛化学,27.79,2.85,0.77,48922.0,135717335.0,5.66,5.22,3.07,27.1,28.35,26.82,27.02,0.07,0.83,24.34,34.45,67.14,146.89,173.9,2.24,0.103474836,12.397601482,6.890207031204,3.964772495,0.83,12.6199859564,19.266147669,176688793.53,31.3188303702,11175282.28,39.663696663722,2025-03-31,108000000.0,93750000.0,3001320000.0,2605312500.0,化学制品,2022-04-19
301211,亨迪药业,17.84,1.02,0.18,61995.0,110567797.2,3.06,8.61,0.81,17.62,18.15,17.61,17.66,0.17,-0.22,2.41,-15.09,124.39,79.67,56.12,2.28,0.035854463,7.808706342,6.099000927847,0.50653059816,0.45,22.1760797272,6.0956591405,114446404.92,-17.1033363655,10326085.35,-72.376553910329,2025-03-31,288000000.0,72000000.0,5137920000.0,1284480000.0,化学制药,2021-12-22
301210,金杨股份,47.94,-0.31,-0.15,38745.0,184935334.39,4.33,8.91,0.87,48.3,48.88,46.8,48.09,0.0,0.06,-18.19,117.91,147.07,100.49,97.67,3.03,0.08149355,15.83932869,11.312093870301,3.44468742243,0.51,12.0617292259,21.7094262484,324130734.97,26.5919960281,9340328.97,-14.490863423831,2025-03-31,114614334.0,43463918.0,5494611172.0,2083660229.0,电池,2023-06-30
301209,联合化学,92.99,8.58,7.35,33929.0,312186528.62,9.93,9.89,2.14,86.89,95.29,86.79,85.64,-1.07,-1.07,255.06,384.83,157.4,176.67,184.56,14.26,0.147698607,6.522193004,3.588886982768,1.660041926071,2.24,19.3007235147,14.0656904363,130061885.56,0.5231285033,16542244.03,17.966898929405,2025-03-31,112000000.0,34300000.0,10414880000.0,3189557000.0,化学原料,2022-08-25
301208,中亦科技,40.89,1.56,0.63,62276.0,255487133.06,4.47,12.7,1.31,40.01,41.8,40.0,40.26,-0.02,0.25,-11.61,6.62,111.65,62.46,56.52,3.24,0.091556764,12.623501654,5.766382940809,5.378824754338,0.72,33.5158302192,17.7940276603,156402239.56,-10.8872663329,10986817.15,-42.897075185927,2025-03-31,120000060.0,49021560.0,4906802453.0,2004491588.0,软件开发,2022-07-07
301207,华兰疫苗,16.77,-0.3,-0.05,13689.0,22947227.8,1.55,0.97,0.65,16.83,16.92,16.66,16.82,0.06,-0.06,-4.17,-4.23,76.88,50.47,49.04,1.67,0.054535062,10.062297943,4.871492784739,3.868478978949,0.54,85.9949008239,18.747966904,24282534.72,-29.0455235001,32777072.14,-15.062119892065,2025-03-31,601027500.0,141648488.0,10079231175.0,2375445144.0,生物制品,2022-02-18
301206,三元生物,29.74,-1.33,-0.4,51049.0,151506635.8,2.95,4.74,0.97,30.0,30.2,29.31,30.14,0.03,0.07,18.49,19.1,60.38,56.97,57.33,1.4,0.123138023,21.212307469,17.385896752167,2.620087383363,0.55,17.6404271047,5.4487591584,150204941.37,-21.7252898062,24913986.7,2.74795210157,2025-03-31,202325700.0,107611200.0,6017166318.0,3200357088.0,食品饮料,2022-02-10
301205,联特科技,73.06,0.88,0.64,68186.0,494838318.4,3.69,10.03,1.67,72.35,73.5,70.83,72.42,0.01,0.07,-1.39,-3.22,126.71,81.48,101.98,6.28,0.144151265,11.636019173,8.185860429769,2.176158471991,1.23,25.1403718952,34.6935339397,235925674.16,31.015483967,18702761.74,499.917251591142,2025-03-31,129744000.0,67958280.0,9479096640.0,4965031937.0,光学光电子,2022-09-13
301203,国泰环保,30.78,0.56,0.17,3697.0,11324549.0,1.44,0.84,0.77,30.7,30.8,30.36,30.61,-0.03,-0.03,0.0,4.55,23.15,19.63,18.67,1.75,0.332410423,17.621605125,11.186666689625,4.93493843525,1.88,43.7484207355,3.5854704183,87214649.6,6.1094351987,26592833.87,-19.664657765161,2025-03-31,80000000.0,43842500.0,2462400000.0,1349472150.0,环保行业,2023-04-04
301202,朗威股份,40.15,0.0,0.0,19103.0,76386006.0,1.99,5.14,0.79,40.01,40.45,39.65,40.15,0.0,0.05,-16.7,-13.45,67.13,53.73,60.04,4.58,0.149514368,8.771258343,5.220484063783,2.184145430792,1.66,19.3122050096,33.0932329293,249595311.96,21.4301146156,20393759.86,110.431280655238,2025-03-31,136400000.0,37180000.0,5476460000.0,1492777000.0,通用设备,2023-07-05
301201,诚达药业,22.36,-0.75,-0.17,28427.0,63511338.03,2.4,3.26,0.64,22.5,22.74,22.2,22.53,-0.09,0.0,11.8,10.8,-617.76,-71.85,-123.09,1.62,-0.009048849,13.842660391,10.948835339239,2.008768034394,-0.07,48.0683939902,10.2571042243,76307845.0,-24.3650734954,-1399981.98,-107.508817771841,2025-03-31,154713824.0,87193824.0,3459401105.0,1949653905.0,医疗服务,2022-01-20
301200,大族数控,36.41,0.36,0.13,9176.0,33410802.69,1.24,1.47,0.74,36.34,36.66,36.21,36.28,0.03,0.05,-13.23,1.76,33.17,43.72,51.44,2.98,0.27443237,12.23024562,10.227244981983,0.52157204842,2.25,29.623564896,38.7678570826,959848668.68,27.8910827682,116773485.23,83.602783678768,2025-03-31,425509152.0,62286128.0,15492788224.0,2267837920.0,专用设备,2022-02-28
301199,迈赫股份,24.82,0.28,0.07,26494.0,65657189.27,2.46,4.15,1.59,24.63,25.12,24.51,24.75,-0.48,0.12,-4.1,18.87,28.19,47.07,53.79,2.48,0.22009671,10.006393971,5.121460155242,3.483714971019,2.21,21.1991255019,37.5652748314,342233428.75,-8.5832302114,41086773.48,42.750817066446,2025-03-31,186676000.0,63826000.0,4633298320.0,1584161320.0,专用设备,2021-12-07
301198,喜悦智行,10.9,0.37,0.04,21042.0,22785434.75,1.84,1.35,0.75,10.82,10.94,10.74,10.86,0.09,0.0,-2.68,-0.18,-161.45,-75.87,-155.62,2.01,-0.016878166,5.416817894,3.006369571183,1.208639660947,-0.31,12.14465734,25.1198081663,93667359.0,10.0952846947,-2852410.1,-129.744719745673,2025-03-31,169000000.0,155554360.0,1842100000.0,1695542524.0,塑料制品,2021-12-02
301197,工大科雅,17.91,-8.76,-1.72,208749.0,381233188.35,8.0,25.37,4.74,19.38,19.38,17.81,19.63,0.28,0.17,11.38,19.08,314.49,38.45,38.73,1.59,0.014237557,11.292495944,7.091942464659,3.075329951551,0.12,40.1112721884,21.023067798,48776391.28,0.8893558694,1716195.17,31.479558529288,2025-03-31,120540000.0,82293000.0,2158871400.0,1473867630.0,软件开发,2022-08-08
301196,唯科科技,70.12,-0.75,-0.53,76126.0,520402543.0,5.11,11.32,1.54,68.95,70.15,66.54,70.65,0.07,0.39,24.35,113.33,28.27,33.67,39.73,2.73,0.620134795,25.656449489,18.691807800481,5.640775343349,2.45,30.4373635392,18.2029887014,539491778.48,64.3747648333,77392822.37,105.123230039824,2025-03-31,124800000.0,67267288.0,8750976000.0,4716782235.0,塑料制品,2022-01-11
301195,北路智控,35.87,0.03,0.01,15127.0,54175231.4,2.37,3.05,0.49,35.84,36.2,35.35,35.86,-0.08,0.08,-5.11,14.02,28.24,22.93,23.54,2.03,0.317557896,17.702698968,11.617565124256,4.745737018535,1.75,43.6097592345,12.4037890651,248864906.95,10.414475372,41939820.51,14.643385360181,2025-03-31,132069840.0,49643490.0,4737345161.0,1780711986.0,软件开发,2022-08-01
301193,家联科技,15.35,0.52,0.08,7561.0,11526199.0,1.7,0.79,1.06,15.3,15.36,15.1,15.27,0.0,0.07,-10.23,-7.14,-29.52,-260.17,51.71,1.96,-0.129980534,7.84838692,4.722491464548,1.812636393223,-1.38,14.3732496912,60.7896306133,505811935.45,1.2947090654,-24957531.2,-157.543587494165,2025-03-31,192009760.0,96249760.0,2947349816.0,1477433816.0,塑料制品,2021-12-09
301192,泰祥股份,19.53,0.93,0.18,8698.0,16870287.0,1.91,1.82,0.58,19.44,19.56,19.19,19.35,-0.05,-0.05,-6.78,13.81,59.21,48.06,46.62,3.4,0.082461414,5.751901013,2.180236603403,1.954535843043,1.38,24.0440306803,26.8978059008,101848410.55,2.3823226604,8237895.22,-13.198168729495,2025-03-31,99900000.0,47868750.0,1951047000.0,934876688.0,汽车零部件,2022-08-11
301191,菲菱科思,84.67,7.06,5.58,58069.0,486349943.07,10.48,12.82,3.48,78.57,86.86,78.57,79.09,-0.05,0.38,-18.27,-5.34,136.96,62.45,49.97,3.54,0.154557328,23.951151388,13.122082771913,9.247200952814,0.62,12.9110698155,27.4548583066,289772663.96,-28.7692616479,10717314.22,-68.655871872995,2025-03-31,69342000.0,45298244.0,5871187140.0,3835402319.0,通信设备,2022-05-26
301190,善水科技,26.32,8.4,2.04,131502.0,334046083.21,14.29,18.51,1.29,24.0,27.18,23.71,24.28,0.19,0.38,42.97,66.69,84.19,110.45,106.68,2.94,0.078157299,8.945249779,6.321283323573,1.89139816732,0.87,25.9240601329,9.2511066206,127745007.11,22.7884369365,16775409.0,-9.717891148671,2025-03-31,214636500.0,71046900.0,5649232680.0,1869954408.0,化学制品,2021-12-24
301189,奥尼电子,25.13,0.84,0.21,12322.0,30797289.0,1.89,3.01,0.64,24.92,25.15,24.68,24.92,0.0,0.12,-6.82,4.49,-26.92,-27.43,-33.87,1.35,-0.233362596,18.624630672,15.685539688168,1.656828797335,-1.26,16.3616891599,14.5858172006,133675709.74,17.4049791546,-27162581.23,-295.135573348272,2025-03-31,116396465.0,40887873.0,2925043165.0,1027512248.0,通信设备,2021-12-28
301188,力诺药包,23.0,8.85,1.87,199589.0,446511307.56,17.04,8.54,1.87,20.95,24.14,20.54,21.13,0.09,0.13,38.06,54.16,33.15,65.7,81.33,3.55,0.173465783,6.484276469,3.41957059271,1.72649855848,2.6,26.4696955502,35.4528624811,275983006.27,3.3777152728,40523819.58,63.36067540457,2025-03-31,233612755.0,233612755.0,5373093365.0,5373093365.0,玻璃玻纤,2021-11-11
301187,欧圣电气,24.08,-2.63,-0.65,38660.0,93237532.66,3.23,5.78,0.73,24.51,24.7,23.9,24.73,0.12,0.12,-19.79,0.54,24.94,22.55,24.22,4.3,0.241396806,5.606495863,3.289014756337,1.090450126871,4.11,31.8055648112,54.7127166516,525810665.5,61.3325425777,61540138.67,43.842461965493,2025-03-31,254933525.0,66835882.0,6138799282.0,1609408039.0,家电行业,2022-04-22
301186,超达装备,44.61,-0.47,-0.21,8429.0,37809256.92,2.05,1.13,0.46,44.82,45.36,44.44,44.82,-0.02,-0.04,3.03,11.83,35.6,36.26,36.75,2.35,0.313267881,18.944954934,10.516039409573,6.975677970033,1.72,34.5183411491,28.9310424875,157808407.26,-1.977139066,24926600.32,5.481265289168,2025-03-31,79569601.0,74359307.0,3549599901.0,3317168685.0,汽车零部件,2021-12-23
301185,鸥玛软件,19.21,-0.88,-0.17,50702.0,97472875.77,2.22,3.63,0.79,19.47,19.5,19.07,19.38,-0.05,-0.1,-0.21,14.48,75.55,41.65,42.04,2.85,0.063567315,6.749038408,3.731176798425,1.646064211929,0.91,69.9794868004,1.5060275129,30653555.45,-12.2717534291,9752344.86,7.214138179364,2025-03-31,153417600.0,139780663.0,2947152096.0,2685186536.0,软件开发,2021-11-19
301183,东田微,46.57,0.8,0.37,21974.0,102292740.0,1.97,3.75,1.21,46.23,47.05,46.14,46.2,0.02,0.15,-13.23,-13.44,46.34,54.75,66.74,4.24,0.251225604,10.978042996,6.901047686625,2.969961926125,2.31,26.4464470566,31.7977956594,156007212.62,26.8795755994,20098048.3,155.426349322351,2025-03-31,80000000.0,58626976.0,3725600000.0,2730258272.0,光学光电子,2022-05-24
301182,凯旺科技,31.59,0.64,0.2,18166.0,56979840.0,2.2,4.75,0.92,31.22,31.75,31.06,31.39,0.06,0.16,-27.38,-9.38,-19.68,-24.18,-32.39,3.91,-0.401370194,8.083371256,7.601434162721,-0.662254523349,-4.55,-14.1306727163,57.4114031931,132506490.78,6.77405486,-38459974.34,-469.711569356829,2025-03-31,95821700.0,38251700.0,3027007503.0,1208371203.0,消费电子,2021-12-23
301181,标榜股份,25.13,-1.61,-0.41,19480.0,48802851.9,2.62,5.19,0.61,25.52,25.52,24.85,25.54,-0.04,-0.08,-1.64,22.65,23.22,24.16,23.88,2.08,0.270593285,12.086989379,7.508932231685,3.318557140245,2.16,34.2991710942,11.8318066006,129234677.97,3.300349553,31264611.48,-4.300618979075,2025-03-31,115540973.0,37540973.0,2903544651.0,943404651.0,汽车零部件,2022-02-21
301180,万祥科技,13.69,0.37,0.05,16967.0,23079794.64,1.39,0.42,0.77,13.61,13.69,13.5,13.64,0.0,0.0,-4.47,-11.51,353.15,-431.67,-334.15,4.18,0.009691327,3.271222977,1.110983715257,1.00667939749,0.3,19.3455442053,28.2655455215,279724140.38,34.4701774624,3876627.63,2125.46986351456,2025-03-31,400010000.0,400010000.0,5476136900.0,5476136900.0,消费电子,2021-11-16
301179,泽宇智能,13.76,-3.44,-0.49,104576.0,144096924.0,3.09,10.22,1.83,14.01,14.1,13.66,14.25,0.07,0.51,-14.0,-10.18,114.05,26.61,25.31,2.39,0.030162915,5.767002554,3.014468082933,1.696236538144,0.5,26.9351093417,35.9462877754,162152871.54,14.8081589323,12117067.4,-46.837196711009,2025-03-31,401720697.0,102331287.0,5527676791.0,1408078509.0,软件开发,2021-12-08
301178,天亿马,43.48,0.05,0.02,44384.0,194077243.4,5.36,8.97,0.88,43.04,44.75,42.42,43.46,0.0,-0.32,31.44,55.56,1285.44,-72.74,-58.88,3.83,0.008456244,11.349446347,8.957680094563,1.800819360054,0.07,26.8229001187,44.3957373484,48422939.96,21.9460066378,567488.39,106.39876639904,2025-03-31,67108800.0,49476342.0,2917890624.0,2151231350.0,软件开发,2021-11-12
301177,迪阿股份,29.52,-7.17,-2.28,55259.0,166199219.64,7.61,13.81,1.23,31.74,31.93,29.51,31.8,-0.07,-0.24,11.73,29.25,142.46,266.6,222.67,1.86,0.051803313,15.863650472,11.150565242469,3.204805323842,0.33,63.5242074711,16.1833128317,407652919.98,-4.3996630783,20721843.35,-29.660711801788,2025-03-31,400010000.0,40010000.0,11808295200.0,1181095200.0,珠宝首饰,2021-12-15
301176,逸豪新材,17.43,0.52,0.09,24001.0,41590717.0,2.31,4.26,0.98,17.25,17.52,17.12,17.34,0.06,0.0,-1.13,5.38,-478.34,-76.38,-75.83,1.92,-0.009109567,9.078879755,6.937482278337,1.188459799234,-0.1,6.1783427593,37.3534899086,360159178.39,17.1048284696,-1540124.11,15.493955284135,2025-03-31,169066667.0,56355556.0,2946832006.0,982277341.0,电子元件,2022-09-28
301175,中科环保,5.17,-0.19,-0.01,132693.0,68566392.76,1.16,2.13,0.68,5.18,5.21,5.15,5.18,0.19,0.19,1.37,-1.9,24.49,23.35,23.73,2.19,0.052772145,2.356182159,0.771591803102,0.53425037836,2.14,39.4493029061,49.0161072417,411907596.61,14.083382027,77674264.74,7.110190777503,2025-03-31,1471880000.0,621880000.0,7609619600.0,3215119600.0,环保行业,2022-07-08
301173,毓恬冠佳,43.95,0.5,0.22,5439.0,23761714.17,1.42,3.23,0.75,43.73,43.97,43.35,43.73,-0.02,0.14,-22.56,55.14,47.76,27.58,22.6,2.81,0.230035745,15.62735112,9.601365941839,5.025985178285,2.44,16.5635894346,47.2342309579,472461900.9,-8.8463180597,20205137.2,-60.42727829756,2025-03-31,87834772.0,16861923.0,3860338229.0,741081516.0,汽车零部件,2025-03-03
301172,君逸数码,27.79,0.69,0.19,18096.0,50358808.0,3.7,2.57,1.46,27.7,28.45,27.43,27.6,0.0,0.04,-9.77,3.54,470.76,88.3,74.26,2.35,0.014758017,11.842176231,7.873888013149,2.626088114854,0.12,39.3243152053,20.548032093,21767026.75,-60.4805643706,1818187.66,-80.130167758847,2025-03-31,123200000.0,70547200.0,3423728000.0,1960506688.0,软件开发,2023-07-26
301171,易点天下,25.58,-0.89,-0.23,85546.0,219014099.44,2.29,2.77,0.76,25.98,26.02,25.43,25.81,-0.04,0.08,-14.25,-9.26,53.94,50.79,52.07,3.34,0.118548139,7.668835016,3.531658284983,2.882044829862,1.56,16.1335388051,35.2591616166,929116792.61,93.1827051943,55941195.98,11.671877026511,2025-03-31,471885905.0,308775025.0,12070841450.0,7898465140.0,互联网服务,2022-08-19
301170,锡南科技,25.58,0.31,0.08,10642.0,27080695.0,1.29,3.17,0.81,25.5,25.6,25.27,25.5,0.0,0.0,-1.39,11.61,24.51,23.77,23.31,1.5,0.260883722,17.088303314,11.8346835393,3.8013634033,1.51,17.850218219,8.4730833999,265317877.12,1.0188595027,26088372.17,-7.392605169736,2025-03-31,100000000.0,33575425.0,2558000000.0,858859372.0,汽车零部件,2023-06-27
301169,零点有数,39.29,0.23,0.09,47006.0,189025684.53,7.47,6.53,2.99,39.65,41.95,39.02,39.2,-0.15,-0.41,-10.13,-1.87,-32.2,-36.41,-39.34,6.03,-0.305042359,6.51307734,5.467163052202,0.017338154175,-4.59,29.089648358,24.0903250906,25485219.48,-44.6237802429,-21975415.02,-35.657705248189004,2025-03-31,72040536.0,72018036.0,2830472659.0,2829588634.0,专业服务,2021-11-03
301168,通灵股份,36.59,-2.19,-0.82,60071.0,225474109.84,5.83,12.1,0.9,37.41,38.66,36.48,37.41,0.0,-0.08,27.62,36.38,52.57,77.72,61.5,2.06,0.174005617,17.794538296,9.065103564,7.276264668167,1.03,14.5078290022,38.7713492002,419364837.64,2.645228053,20880674.01,-41.636706538002,2025-03-31,120000000.0,49653000.0,4390800000.0,1816803270.0,光伏设备,2021-12-10
301167,建研设计,15.47,0.72,0.11,26730.0,41269923.4,2.08,3.84,1.03,15.27,15.55,15.23,15.36,0.06,-0.06,13.33,22.49,40.07,64.7,111.3,1.84,0.096522471,8.386237399,4.646902388482,2.337512732411,1.15,26.6782868206,26.3784508852,81470171.44,17.8763564453,10810516.76,2790.39167442969,2025-03-31,112000000.0,69530354.0,1732640000.0,1075634576.0,工程咨询服务,2021-12-06
301166,优宁维,29.86,0.4,0.12,8635.0,25689554.0,1.58,2.09,0.67,29.77,30.05,29.58,29.74,0.13,0.07,-0.7,6.07,-104.2,-2050.36,254.99,1.27,-0.071638589,23.483794366,19.790931902909,2.481387565171,-0.45,18.1186165442,8.5732675156,216368460.0,-20.3447219173,-6208677.82,-219.339748803991,2025-03-31,86666668.0,41268868.0,2587866706.0,1232288398.0,生物制品,2021-12-28
301165,锐捷网络,52.22,2.73,1.39,106164.0,550104089.35,4.35,11.12,2.33,50.8,52.5,50.29,50.83,0.0,0.06,-4.95,2.11,96.8,61.17,72.36,9.55,0.134861072,5.469385993,2.59679762706,1.512548146406,2.31,37.4892835515,52.1274128731,2535978262.49,18.1387526148,107275852.32,4543.67380883203,2025-03-31,795454545.0,95454545.0,41538636340.0,4984636340.0,通信设备,2022-11-21
301163,宏德股份,24.18,1.3,0.31,14017.0,33689482.0,1.93,2.56,0.66,23.8,24.26,23.8,23.87,-0.04,0.21,3.73,14.43,170.08,144.6,92.43,1.77,0.035542197,13.665182628,8.49245816201,3.710812229657,0.26,11.5209955612,20.8574892604,194849272.45,48.845917286,2900243.28,-72.641525640318,2025-03-31,81600000.0,54725639.0,1973088000.0,1323265951.0,风电设备,2022-04-19
301162,国能日新,47.85,-3.06,-1.51,25698.0,124058379.06,3.5,3.02,1.08,48.78,49.53,47.8,49.36,0.06,-0.19,14.94,27.53,86.6,58.79,61.47,5.09,0.138140326,9.392560416,6.100172040635,1.876948701988,1.42,56.1157330444,36.0925501074,145054113.8,40.137097899,16607458.74,34.575872854574,2025-03-31,120221656.0,85225549.0,5752606240.0,4078042520.0,软件开发,2022-04-29
301161,唯万密封,21.73,-0.55,-0.12,17361.0,37621071.63,2.15,3.26,0.78,21.93,21.93,21.46,21.85,-0.14,0.0,-11.2,1.68,26.31,43.91,49.04,2.65,0.20645153,8.202900883,5.3296089605,1.907625426833,2.5,42.5962680684,20.6826974914,181281439.13,26.9222191356,24774183.58,33.47968573255,2025-03-31,120000000.0,53328000.0,2607600000.0,1158817440.0,塑料制品,2022-09-14
301160,翔楼新材,81.95,-2.63,-2.21,17521.0,144167087.38,2.41,3.26,1.1,83.57,83.75,81.72,84.16,-0.06,-0.07,-14.56,47.39,31.78,31.85,32.1,3.87,0.644652702,21.17119463,11.823810910927,8.892739616051,3.11,25.8348961726,15.8609384757,332077371.54,-5.2379206067,52251237.87,3.135393349485,2025-03-31,81053314.0,53761667.0,6642319082.0,4405768611.0,汽车零部件,2022-06-06
301159,三维天地,31.74,0.79,0.25,18119.0,57335992.15,2.54,4.27,0.6,31.48,32.1,31.3,31.49,0.03,0.03,-10.59,-4.88,-20.7,-13.12,-13.07,3.9,-0.383251712,8.130698032,8.169604245895,-1.268089580995,-4.59,39.2800294793,21.4463536724,21185009.61,4.4754923834,-29644519.92,2.125442359844,2025-03-31,77350000.0,42473874.0,2455089000.0,1348120761.0,软件开发,2022-01-07
301158,德石股份,16.32,0.8,0.13,26465.0,42875496.37,2.16,1.81,0.77,16.15,16.36,16.01,16.19,-0.18,-0.12,12.32,17.92,33.54,23.52,24.74,1.87,0.121645958,8.726419791,5.722954325552,1.963257863992,1.38,39.9980833425,23.8694391256,116331268.33,37.026713201,18291964.72,39.122427466523,2025-03-31,150370510.0,146520431.0,2454046723.0,2391213434.0,专用设备,2022-01-17
301157,华塑科技,45.66,2.42,1.08,14325.0,65300949.0,5.27,6.93,1.78,44.7,46.49,44.14,44.58,0.02,-0.15,-23.73,1.92,88.36,75.4,72.42,2.53,0.129187764,18.047219124,13.6721705255,3.007129064667,0.71,33.3533405339,8.4046992649,45390258.12,-27.1620603737,7751265.82,-16.165385328287,2025-03-31,60000000.0,20660055.0,2739600000.0,943338111.0,计算机设备,2023-03-09
